,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
6398,78722,House,875.0,2.0,1.0,97.0,6.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo",60.0,moderate,30.284570623435467,-97.71332530201332,125.0
6426,78741,House,200.0,2.0,2.0,98.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Private entrance",75.0,strict,30.220112421156074,-97.73393703269319,175.0
6587,78702,Bungalow,500.0,1.0,1.0,95.0,2.0,"Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",70.0,strict,30.26647740640409,-97.71474723089227,165.0
6789,90036,House,2000.0,2.0,2.0,98.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",150.0,strict,34.06479039247988,-118.33863963304279,500.0
6822,90020,Apartment,300.0,1.0,1.5,96.0,3.0,"Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Dryer,Hair dryer,Iron,Laptop friendly workspace",20.0,flexible,34.06455402849175,-118.29591618095014,69.0
6824,90005,Apartment,260.0,1.0,2.0,78.0,2.0,"Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Heating,Washer,Dryer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,moderate,34.05958456053355,-118.29355629825326,51.0
6846,90027,House,275.0,0.0,1.0,92.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",49.0,strict,34.099657171065076,-118.27461658264791,79.0
6875,90004,House,2000.0,1.0,1.5,97.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace",20.0,strict,34.08169573184168,-118.31834968697935,60.0
6908,90066,House,500.0,1.0,1.0,97.0,2.0,"TV,Wireless Internet,Free parking on premises,Pets live on this property,Cat(s),Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",35.0,moderate,34.004593068448834,-118.43511404341758,115.0
7361,90230,House,2052.0,3.0,3.0,96.0,13.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",125.0,strict,33.989441554429675,-118.39822926969113,299.0
7474,90245,House,1500.0,1.0,1.0,85.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Dryer,First aid kit,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,moderate,33.920400909973196,-118.39776444960195,48.0
7591,90278,House,10.0,1.0,1.0,99.0,4.0,"TV,Wireless Internet,Free parking on premises,Breakfast,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",55.0,strict,33.87669183920582,-118.36828792676859,99.0
7610,90034,House,130.0,1.0,1.0,98.0,2.0,"Internet,Wireless Internet,Kitchen,Free parking on premises,Breakfast,Pets live on this property,Dog(s),Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",15.0,flexible,34.021594138683746,-118.41346548401822,55.0
7677,90064,House,500.0,1.0,1.0,94.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,strict,34.027800431449805,-118.4420517476956,109.0
7858,90291,House,1100.0,2.0,2.0,91.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo",120.0,strict,34.00216639642004,-118.46810846026649,248.0
8214,10039.0,Apartment,700.0,1.0,1.0,95.0,3.0,"Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,moderate,40.82674926357861,-73.93932013889386,160.0
8338,10003.0,Apartment,500.0,1.0,1.0,96.0,3.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,strict,40.727519567926564,-73.98431537252793,130.0
8341,11217.0,Apartment,850.0,2.0,1.0,92.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",70.0,strict,40.68495176519439,-73.97337845854658,199.0
8486,11101.0,Apartment,753.0,1.0,1.0,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,strict,40.75452850022211,-73.93376794227322,200.0
8645,10029.0,Apartment,350.0,1.0,1.0,94.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",95.0,strict,40.79057858680755,-73.9497775130456,137.0
8665,11217.0,House,850.0,2.0,1.0,94.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",70.0,flexible,40.6854361616821,-73.97371015356781,225.0
8800,11217.0,Apartment,1000.0,2.0,1.0,100.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Essentials",60.0,moderate,40.6837868233108,-73.98312806320197,180.0
8979,70116.0,House,375.0,3.0,1.0,97.0,4.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Room-darkening shades",35.0,strict,29.967773742092994,-90.06304662991043,59.0
9041,11222.0,Apartment,700.0,1.0,1.0,93.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox",54.0,strict,40.72372090678828,-73.95105763459797,174.0
9145,10011.0,Apartment,650.0,1.0,1.0,93.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating",100.0,moderate,40.74829050938939,-74.00420060716445,200.0
9541,90068.0,Bungalow,450.0,0.0,1.0,96.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry,Private entrance,Bathtub,Room-darkening shades",75.0,strict,34.13192105050766,-118.34652905864618,99.0
9598,91206.0,Condominium,1137.0,1.0,1.0,100.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Pets live on this property,Dog(s),Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,flexible,34.15033379136604,-118.25044851418673,60.0
9622,90049.0,Apartment,500.0,0.0,1.0,99.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Heating,Suitable for events,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",70.0,strict,34.046539098945345,-118.48609999837272,150.0
9647,90026.0,Apartment,700.0,1.0,1.0,97.0,4.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",75.0,moderate,34.074434129977234,-118.25207725488545,100.0
9663,90245.0,Apartment,500.0,1.0,1.0,94.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Free parking on premises,Hot tub,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",50.0,flexible,33.920473043807924,-118.4217347415647,110.0
9669,90068.0,Apartment,600.0,1.0,1.0,96.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,strict,34.10804580320093,-118.34111482789574,150.0
9735,90004.0,Apartment,300.0,1.0,1.0,100.0,1.0,"Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",25.0,strict,34.07422399791551,-118.31038104090632,65.0
9844,90036.0,Apartment,1600.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Elevator in building,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer",40.0,flexible,34.06587591797389,-118.34503830747249,125.0
9913,91106.0,Bungalow,175.0,1.0,1.0,100.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",30.0,moderate,34.13441412231995,-118.1468481474176,90.0
9919,91105.0,House,2.0,3.0,2.0,100.0,4.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher",120.0,strict,34.12486260725807,-118.15597488723937,250.0
10074,91335.0,House,1386.0,2.0,2.0,100.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher",100.0,strict,34.201884084901344,-118.54786799103928,140.0
10144,90046.0,Apartment,1350.0,1.0,1.0,98.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer",40.0,strict,34.096121796791785,-118.36702435903538,79.0
10276,10031.0,Apartment,900.0,1.0,1.0,100.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,moderate,40.82446112670901,-73.95274138396702,129.0
10381,11372.0,Apartment,180.0,1.0,1.0,100.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",30.0,strict,40.75167985706751,-73.8924136855083,45.0
10604,11206.0,Apartment,780.0,2.0,1.0,91.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",75.0,strict,40.69241102583147,-73.94885465417806,170.0
10648,11233.0,Apartment,700.0,2.0,1.0,94.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo",110.0,strict,40.679632999401385,-73.93750206723752,140.0
10665,70114.0,House,1000.0,2.0,1.0,95.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Bathtub,High chair,Children’s books and toys,Pack ’n Play/travel crib,Children’s dinnerware,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Garden or backyard",0.0,strict,29.951681247263732,-90.04850688565027,93.0
10862,11238.0,Apartment,650.0,1.0,1.0,100.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Laptop friendly workspace",75.0,moderate,40.68155630765963,-73.96536526787227,100.0
11334,90038.0,House,1700.0,2.0,2.5,99.0,4.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance",150.0,strict,34.08360890900351,-118.34049224226531,400.0
11411,90292.0,Apartment,1650.0,3.0,2.5,100.0,7.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",260.0,strict,33.97733247992832,-118.46146011418091,360.0
11555,37212.0,Apartment,750.0,1.0,1.0,92.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",65.0,strict,36.133290297660594,-86.80829394396534,95.0
11558,37212.0,Apartment,400.0,0.0,1.0,98.0,3.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",55.0,strict,36.129027808672255,-86.79335929464996,90.0
11759,2128.0,Condominium,1300.0,3.0,2.0,94.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_50",125.0,moderate,42.371116609738905,-71.03339768539293,210.0
11787,78704.0,Apartment,400.0,1.0,1.0,98.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Free parking on premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",25.0,strict,30.239156368467693,-97.76487354288946,75.0
11846,80205.0,House,850.0,1.0,1.0,98.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",54.0,strict,39.75963418668754,-104.96414295187179,94.0
